timestamp,city,latitude,longitude,severity,free_flow_speed,current_speed,is_congested
2025-05-07 17:42:42.278525,Unknown,37.21901514730122,-107.68309044054654,4,52.52,34.14,1
2025-05-07 17:42:42.278525,Unknown,34.56611451277213,-117.4487540513735,4,54.71,45.9,0
2025-05-07 17:42:42.278525,Unknown,40.53283659610528,-103.33355889187854,2,57.56,40.040000000000006,1
2025-05-07 17:42:42.278525,Unknown,40.97689941018103,-116.61129045409773,3,53.59,32.08,1
2025-05-07 17:42:42.278525,Unknown,41.29077481070776,-117.53633023969158,4,56.09,52.56,0
2025-05-07 17:42:42.278525,Unknown,41.57879734892646,-88.01429796422369,4,63.84,44.73,0
2025-05-07 17:42:42.278525,Unknown,40.6591170372214,-108.88130644177798,4,56.98,27.61,1
2025-05-07 17:42:42.278525,Unknown,38.84179328614659,-84.20336971730119,2,69.45,44.53,1
2025-05-07 17:42:42.278525,Unknown,36.07242535742235,-89.16757419639663,2,59.79,41.78,1
2025-05-07 17:42:42.278525,Unknown,37.20166028402595,-85.6220179287047,4,58.17,44.64,0
2025-05-07 17:42:42.278525,Unknown,37.4944998972829,-106.95030603134153,3,56.19,54.22,0
2025-05-07 17:42:42.278525,Unknown,41.7757982802682,-108.4591503614654,2,69.9,50.11000000000001,0
2025-05-07 17:42:42.278525,Unknown,41.62116175822956,-71.66670669821292,1,60.08,58.87,0
2025-05-07 17:42:42.278525,Unknown,41.60893966069504,-108.13250956061404,2,69.03,66.94,0
2025-05-07 17:42:42.278525,Unknown,37.163660364864974,-113.95147300561705,4,68.4,67.25,0
2025-05-07 17:42:42.278525,Unknown,36.61400336789629,-95.51544832637076,4,69.22,60.97,0
2025-05-07 17:42:42.278525,Unknown,34.9643543230779,-89.96614211458932,3,68.34,62.52,0
2025-05-07 17:42:42.278525,Unknown,38.36524058269124,-93.86633204069985,3,60.63,46.34,0
2025-05-07 17:42:42.278525,Unknown,40.47946915297851,-76.71141075612996,1,62.12,61.34,0
2025-05-07 17:42:42.278525,Unknown,36.181197047239934,-72.13869736740844,4,68.06,46.88,1
2025-05-07 17:42:42.278525,Unknown,37.23036960211625,-97.62972341198278,2,59.53,56.63,0
2025-05-07 17:42:42.278525,Unknown,35.36555914142252,-106.62446226971149,1,67.79,62.74000000000001,0
2025-05-07 17:42:42.278525,Unknown,38.630912043028765,-113.51086752022178,4,50.75,37.88,0
2025-05-07 17:42:42.278525,Unknown,35.60063032885196,-115.64714707564396,2,64.93,53.39000000000001,0
2025-05-07 17:42:42.278525,Unknown,35.99193433318225,-97.91162095145413,1,50.99,49.66,0
2025-05-07 17:42:42.278525,Unknown,40.437012139114245,-84.57429815735355,1,50.5,28.92,1
2025-05-07 17:42:42.278525,Unknown,34.00224162526076,-72.82669023914823,3,67.09,48.42,0
2025-05-07 17:42:42.278525,Unknown,35.26822488407153,-98.59643748635784,2,53.34,43.45,0
2025-05-07 17:42:42.278525,Unknown,39.11936602079454,-108.60647356517724,4,52.54,50.35,0
2025-05-07 17:42:42.278525,Unknown,37.72515109072402,-117.5846850743583,2,55.2,50.150000000000006,0
2025-05-07 17:42:42.278525,Unknown,37.35877135504089,-72.38106887240438,3,62.83,57.74,0
2025-05-07 17:42:42.278525,Unknown,37.163036830708606,-88.67716077830569,3,54.09,51.49,0
2025-05-07 17:42:42.278525,Unknown,34.496017879587214,-103.0970853288942,3,68.52,60.12,0
2025-05-07 17:42:42.278525,Unknown,38.275153529304895,-86.9532559560275,1,62.85,43.75,1
2025-05-07 17:42:42.278525,Unknown,41.19192259770895,-83.77793114218689,1,56.53,38.900000000000006,1
2025-05-07 17:42:42.278525,Unknown,35.11219186432544,-73.47670268128638,3,53.25,32.25,1
2025-05-07 17:42:42.278525,Unknown,35.152930512527064,-77.10701937021136,3,52.85,35.16,1
2025-05-07 17:42:42.278525,Unknown,41.29407164026328,-103.82116709263887,1,59.95,58.63,0
2025-05-07 17:42:42.278525,Unknown,35.322606083846466,-73.03538884541354,3,68.49,43.28,1
2025-05-07 17:42:42.278525,Unknown,39.98731886626568,-110.20416281018385,1,62.19,58.02,0
2025-05-07 17:42:42.278525,Unknown,41.74648812434924,-110.90079378412617,4,59.81,31.180000000000003,1
2025-05-07 17:42:42.278525,Unknown,37.52665898357387,-82.39785983882558,1,50.71,29.81,1
2025-05-07 17:42:42.278525,Unknown,39.07660691272028,-71.95795653287739,2,65.15,60.27,0
2025-05-07 17:42:42.278525,Unknown,40.762080187393245,-86.48667774462436,4,50.91,24.34,1
2025-05-07 17:42:42.278525,Unknown,41.31130722445142,-71.73007107960669,1,69.09,41.2,1
2025-05-07 17:42:42.278525,Unknown,40.47138567486326,-106.75839217075972,4,52.33,33.45,1
2025-05-07 17:42:42.278525,Unknown,40.484418671232,-71.40244337720013,1,66.21,66.02999999999999,0
2025-05-07 17:42:42.278525,Unknown,41.15735806441334,-109.38033533055612,4,60.98,42.41,1
2025-05-07 17:42:42.278525,Unknown,41.42399604217628,-98.6921810434496,2,64.59,58.36,0
2025-05-07 17:42:42.278525,Unknown,41.81364066111453,-113.1981210255591,2,54.19,43.79,0
2025-05-07 17:42:42.278525,Unknown,34.8867065197946,-96.90077186837117,1,68.03,42.06,1
2025-05-07 17:42:42.278525,Unknown,35.953756985691,-89.56501241391528,3,66.19,40.96,1
2025-05-07 17:42:42.278525,Unknown,34.59958482059076,-71.96582114365464,1,52.42,25.58,1
2025-05-07 17:42:42.278525,Unknown,36.24130713616047,-103.2139260966871,3,57.83,45.97,0
2025-05-07 17:42:42.278525,Unknown,36.536923004843175,-114.55938443659656,3,51.98,24.05,1
2025-05-07 17:42:42.278525,Unknown,35.527383745445974,-110.91301174774055,4,69.34,55.940000000000005,0
2025-05-07 17:42:42.278525,Unknown,38.98147323241585,-77.28376843258374,4,55.89,31.67,1
2025-05-07 17:42:42.278525,Unknown,36.53631365289529,-70.14745451998641,1,68.42,41.6,1
2025-05-07 17:42:42.278525,Unknown,36.46679752954902,-74.15162341590425,2,52.87,35.58,1
2025-05-07 17:42:42.278525,Unknown,34.619770103527216,-117.38922653836518,3,69.99,41.6,1
2025-05-07 17:42:42.278525,Unknown,35.6543942793249,-73.13444469539053,3,52.73,26.96,1
2025-05-07 17:42:42.278525,Unknown,38.7352953286812,-81.19383095811028,4,68.3,48.87,0
2025-05-07 17:42:42.278525,Unknown,36.18983950180265,-77.67165049949239,3,65.56,40.42,1
2025-05-07 17:42:42.278525,Unknown,40.55099864559372,-117.46519843664043,2,67.68,47.48,0
2025-05-07 17:42:42.278525,Unknown,39.7379849623108,-85.19275228281793,2,57.13,38.790000000000006,1
2025-05-07 17:42:42.278525,Unknown,39.91583594976058,-100.61807057211354,2,64.19,42.26,1
2025-05-07 17:42:42.278525,Unknown,41.64921299328373,-76.12657255280922,2,55.5,54.78,0
2025-05-07 17:42:42.278525,Unknown,35.17990799170577,-108.3332385414376,2,51.33,26.99,1
2025-05-07 17:42:42.278525,Unknown,34.42003012774379,-79.32495389918992,2,52.85,35.39,1
2025-05-07 17:42:42.278525,Unknown,35.89050417080086,-108.20683676802682,4,69.23,46.98,1
2025-05-07 17:42:42.278525,Unknown,39.80225334936738,-96.02019784538491,4,59.09,49.25,0
2025-05-07 17:42:42.278525,Unknown,40.601647253994805,-104.47317122866968,2,54.97,37.58,1
2025-05-07 17:42:42.278525,Unknown,35.259900713873726,-91.31912092737642,3,66.38,45.11,1
2025-05-07 17:42:42.278525,Unknown,35.70272888327344,-78.21383234486632,2,55.17,28.180000000000003,1
2025-05-07 17:42:42.278525,Unknown,38.89994983907908,-89.54854518677871,3,68.43,67.86000000000001,0
2025-05-07 17:42:42.278525,Unknown,34.05709471113321,-84.43042522776265,1,60.34,36.60000000000001,1
2025-05-07 17:42:42.278525,Unknown,39.90604663551717,-91.26195329065564,2,65.07,53.32999999999999,0
2025-05-07 17:42:42.278525,Unknown,41.38700357544884,-115.85353703762048,4,64.32,61.53999999999999,0
2025-05-07 17:42:42.278525,Unknown,39.92327939663048,-105.16518972342848,4,68.16,60.64,0
2025-05-07 17:42:42.278525,Unknown,37.97693913403776,-106.21803932918732,1,60.91,42.47,1
2025-05-07 17:42:42.278525,Unknown,37.16715562066317,-87.49723865440049,4,53.64,53.37,0
