timestamp,city,temperature,humidity,precipitation,weather_condition
2025-05-07 17:42:42.278525,Unknown,24.870462048179892,90,1.108651007377799,Clear
2025-05-07 17:42:42.278525,Unknown,12.971959316345618,56,1.7677331752132868,Clear
2025-05-07 17:42:42.278525,Unknown,15.101884923861636,77,0.3184062236721252,Clear
2025-05-07 17:42:42.278525,Unknown,30.181049717820272,86,4.32578346887808,Clear
2025-05-07 17:42:42.278525,Unknown,16.783731654977338,37,3.841315403172414,Clear
2025-05-07 17:42:42.278525,Unknown,28.44188394733587,47,3.231036621608327,Clear
2025-05-07 17:42:42.278525,Unknown,31.150406524703524,86,3.649932337011088,Clear
2025-05-07 17:42:42.278525,Unknown,33.92625236706035,53,0.9997438141956004,Clear
2025-05-07 17:42:42.278525,Unknown,25.845669519527227,74,3.2960470353811044,Clear
2025-05-07 17:42:42.278525,Unknown,8.26100905712686,89,1.0621696574192203,Clear
2025-05-07 17:42:42.278525,Unknown,3.522255390225264,97,3.9584569464665487,Clear
2025-05-07 17:42:42.278525,Unknown,37.01225138170337,42,2.182163164529116,Clear
2025-05-07 17:42:42.278525,Unknown,30.151880147356785,69,4.474915103905807,Clear
2025-05-07 17:42:42.278525,Unknown,6.290684441778938,74,4.205884208552741,Clear
2025-05-07 17:42:42.278525,Unknown,35.55207913007528,58,2.193278151826441,Clear
2025-05-07 17:42:42.278525,Unknown,11.163504337796528,98,1.0575027498355616,Clear
2025-05-07 17:42:42.278525,Unknown,28.17905128566584,65,2.193726189113999,Clear
2025-05-07 17:42:42.278525,Unknown,16.975106577358794,46,3.429925483652812,Clear
2025-05-07 17:42:42.278525,Unknown,4.816120693417045,29,4.72905089980653,Clear
2025-05-07 17:42:42.278525,Unknown,36.13867781806086,68,3.519820805401768,Clear
2025-05-07 17:42:42.278525,Unknown,26.649756211201176,91,3.158443350791859,Clear
2025-05-07 17:42:42.278525,Unknown,16.220297724138703,27,3.61496072395225,Clear
2025-05-07 17:42:42.278525,Unknown,21.566238777514627,22,2.3702172052612243,Clear
2025-05-07 17:42:42.278525,Unknown,5.845727362655508,63,4.05665700087589,Clear
2025-05-07 17:42:42.278525,Unknown,10.471415622025674,31,1.7931555822647165,Clear
2025-05-07 17:42:42.278525,Unknown,20.581072519438685,32,4.076565137778556,Clear
2025-05-07 17:42:42.278525,Unknown,39.34245422362131,61,1.6700097912596197,Clear
2025-05-07 17:42:42.278525,Unknown,22.04405274406696,96,3.971581643133195,Clear
2025-05-07 17:42:42.278525,Unknown,32.4730455034686,20,0.8002084128236564,Clear
2025-05-07 17:42:42.278525,Unknown,7.885163159470139,73,3.609280995764406,Clear
2025-05-07 17:42:42.278525,Unknown,38.65379938750338,75,2.114300873776869,Clear
2025-05-07 17:42:42.278525,Unknown,20.779238515702968,65,0.3776439144666804,Clear
2025-05-07 17:42:42.278525,Unknown,3.793458766742126,49,0.533457556826008,Clear
2025-05-07 17:42:42.278525,Unknown,23.29097503239658,59,2.7815123105890205,Clear
2025-05-07 17:42:42.278525,Unknown,1.9224441155014071,47,0.7234694108539225,Clear
2025-05-07 17:42:42.278525,Unknown,13.055962149096088,63,0.4446496029712121,Clear
2025-05-07 17:42:42.278525,Unknown,38.819673836679904,45,1.5553273708337825,Clear
2025-05-07 17:42:42.278525,Unknown,24.788369540103645,82,3.1121447181481043,Clear
2025-05-07 17:42:42.278525,Unknown,33.7181406090327,90,4.8347509072969,Clear
2025-05-07 17:42:42.278525,Unknown,23.06200074038904,80,4.076323021058733,Clear
2025-05-07 17:42:42.278525,Unknown,25.60692580832989,77,1.0980791618613788,Clear
2025-05-07 17:42:42.278525,Unknown,12.690198000784644,37,4.281470986829513,Clear
2025-05-07 17:42:42.278525,Unknown,32.76659170118965,96,2.185051279449421,Clear
2025-05-07 17:42:42.278525,Unknown,33.61035210141126,86,2.4857702204473724,Clear
2025-05-07 17:42:42.278525,Unknown,37.84521319412149,31,2.75820850540309,Clear
2025-05-07 17:42:42.278525,Unknown,36.90821917860494,65,3.498114021208995,Clear
2025-05-07 17:42:42.278525,Unknown,30.78927955159897,71,2.5341598759906225,Clear
2025-05-07 17:42:42.278525,Unknown,25.151390101649696,47,3.07208721574205,Clear
2025-05-07 17:42:42.278525,Unknown,33.937637779083005,86,1.8650749588955988,Clear
2025-05-07 17:42:42.278525,Unknown,0.7743717372783898,62,0.4644097736847546,Clear
2025-05-07 17:42:42.278525,Unknown,17.370907997371564,31,2.239917986285419,Clear
2025-05-07 17:42:42.278525,Unknown,21.27649564687942,70,4.508526988874966,Clear
2025-05-07 17:42:42.278525,Unknown,22.415118368350647,69,0.628923012680172,Clear
2025-05-07 17:42:42.278525,Unknown,12.339324877183165,85,0.6654026813246144,Clear
2025-05-07 17:42:42.278525,Unknown,19.801432635666213,25,4.921719105961664,Clear
2025-05-07 17:42:42.278525,Unknown,15.614114001412002,91,3.200465301787163,Clear
2025-05-07 17:42:42.278525,Unknown,35.34987188714144,56,1.1088411896820265,Clear
2025-05-07 17:42:42.278525,Unknown,19.08911625788905,40,2.238338311737606,Clear
2025-05-07 17:42:42.278525,Unknown,35.1777544667278,75,0.118755670006927,Clear
2025-05-07 17:42:42.278525,Unknown,26.294459707101183,42,0.3813354188657814,Clear
